employee_id,department,department_position,employment_type,job_type,job_location,years_at_company,yearly_salary,termination_status
E02066,  It ,DIRECTOR,Prt Time,Remot,DALLAS,9,158735,Active
E00595,Marketing,director,Full Time,Remot,  Dallas ,1,141128,Active
E01657,HR,Driector,Prt Time,Hybrid ,  DALLAS ,19,141078,INACTIVE
E03907,  finance ,  Director ,  Part Time ,Hybrid ,DALLAS,12,153056,Active
E00127,I.T.,  DIRECTOR ,  Full Time ,In Person,Dallas,8,155687,Active
E00769,It,Driector,Part Time,REMOTE,  Dallas ,7,148696,active
E02172,Finacne,Director,Fulltime,Hyrid,  Dallas ,19,147695,  Active 
E01271,Hr,Director,Prt Time,  Hybrid ,  Dallas ,8,154542,Active
E02901,  Sales ,  Director ,Part Time,Remot,Dallas,3,147911,ACTiVE
E00900,  Engineering ,Driector,Part Time,  Hybrid ,  Dallas ,19,156227,  Active 
E00713,HR,Director,  Part Time ,remote,DALLAS,8,149779,ACTiVE
E01866,ENGINEERING,Directer,full time,Remot,Dallas,7,159729,Active
E03729,it,Directer,PART TIME,Hybrid,Dallas,7,140785,ACTiVE
E02530,  Hr ,  DIRECTOR ,Parttime,Remtoe,Dallas,7,156606,ACTIVE
E03297,Enginerring,DIRECTOR,Part Time,Hybrid,Dallas,1,141204,  Active 
E02720,Sales,  DIRECTOR ,Part Time,Inperson,  DALLAS ,14,154919,ACTIVE
E00612,It,Director,Part Time,Remote,  dallas ,9,155567,active
E02130,H.R.,  Director ,Fulltime,  In Person ,Dallas,11,155817,Active
E03069,Finance,Director,  Part Time ,REMOTE,dallas,16,145940,Active
E01398,Hr,director,  part time ,  Hybrid ,Dallas,17,158997,  Active 
E00344,Finance,Driector,Full Time,  In Person ,Dallas,7,153499,Active
E03394,Hr,Director,  part time ,Remote,Dallas,9,142245,  ACTIVE 
E02798,I.T.,Directer,Part Time,  REMOTE ,dallas,17,143098,  INACTIVE 
E02257,Finance,  Director ,full time,Remote,  dallas ,15,151352,active
E03754,It,Directer,Part Time,remote,  Dallas ,10,157452,  Active 
E01102,  Hr ,Directer,Full Time,  remote ,  Dallas ,13,153939,Active
E02120,marketing,director,  Part Time ,Hyrid,Dallas,18,156580,Active
E02545,It,DIRECTOR,Fulltime,Hyrid,Dallas,3,148043,  Inactive 
E03273,Sales,Directer,PART TIME,Remote,Dallas,15,142821,Inactive
E03756,MARKETING,Directer,Fulltime,in person,Dallas,4,144098,Activ
E00869,  Engineering ,Directer,  Full Time ,in person,  Dallas ,5,146572,Active
E03415,MARKETING,Driector,Part Time,In Person,  dallas ,5,149002,Active
E03662,Finance,Director,Full Time,Remote,  Dallas ,10,149467,INACTIVE
E03658,  Finance ,Director,Fulltime,  In Person ,Dallas,10,153517,ACTiVE
E02210,hr,  DIRECTOR ,part time,  In Person ,Dallas,9,158924,Actve
E03447,HR,  Director ,  Full Time ,Remote,Dallas,10,143356,active
E02887,  Engineering ,  Director ,PART TIME,HYBRID,Dallas,16,141691,Inactve
E01789,It,Director,Part Time,  Remote ,Dallas,5,153160,active
E03255,HR,  DIRECTOR ,Full Time,In Persn,  DALLAS ,7,149663,Active
E01510,engineering,Director,Part Time,Remtoe,Dallas,19,147973,Inactve
E00035,Marketing,Director,PART TIME,Inperson,Dallas,3,142671,active
E01637,Sales,Director,PART TIME,Remote,  Dallas ,19,141044,  Active 
E01252,I.T.,  Director ,Fll Time,  HYBRID ,Dallas,1,159754,Activ
E01885,  Finance ,Director,Fulltime,  Hybrid ,Dallas,9,155813,Actve
E00441,It,  Director ,Parttime,In Person,Dallas,16,148898,active
E03630,Sales,Director,Part Time,  In Person ,Dallas,16,156539,Actve
E03490,  Sales ,Driector,  part time ,Remote,Dallas,18,148049,  ACTIVE 
E01535,hr,DIRECTOR,part time,HYBRID,Dallas,19,147480,Active
E03327,Hr,Director,Full Time,In Person,  Dallas ,13,149876,Activ
E01519,SALES,DIRECTOR,Fll Time,In Persn,Dallas,2,158008,  Inactive 
E02876,Engineering,Directer,Fulltime,hybrid,  Dallas ,7,149700,ACTIVE
E00672,  Engineering ,Director,  Full Time ,Hybrid ,Dallas,5,155272,  Active 
E00840,  FINANCE ,Director,  Full Time ,REMOTE,  Dallas ,9,140808,ACTIVE
E01432,Marketing,Director,  Full Time ,Remot,  Dallas ,20,157926,active
E02178,  SALES ,Director,Fulltime,  In Person ,  Dallas ,13,142177,ACTIVE
E01915,  hr ,  Director ,Part Time,  HYBRID ,Dallas,4,149546,  Active 
E03244,it,  Director ,Full Time,In Persn,  Dallas ,5,155660,Active
E03449,HR,Directer,Parttime,In Persn,  Dallas ,13,143973,Active
E03941,hr,  Director ,Part Time,in person,Dallas,7,151827,Inactiv
E00967,Sales,DIRECTOR,  Part Time ,in person,Dallas,20,156632,Activ
E02874,Enginering,Driector,Part Time,  Hybrid ,Dallas,11,143566,Active
E00828,  Sales ,  Director ,Prt Time,Hybrid,Dallas,18,154190,  active 
E00720,Hr,Director,FULL TIME,In Person,Dallas,7,143614,Active
E03603,Marketing,Directer,Part Time,Remot,  Dallas ,2,154776,Actve
E01936,  Marketing ,Director,Full Time,Hybrid,  Dallas ,11,143097,ACTiVE
E01367,  Finance ,Manger,  Full Time ,  Remote ,  Dallas ,10,134891,  Active 
E02181,It,  Manager ,part time,Hybrid,Dallas,12,131693,  Active 
E02192,It,  Manager ,Part Time,Hybrid ,Dallas,19,131226,  Active 
E02251,Engineering,Managr,  Part Time ,HYBRID,Dallas,9,125183,Active
E02219,Enginering,Manager,Part Time,Hybrid,  Dallas ,7,132772,  Active 
E02236,  Engineering ,Manager,  Part Time ,In Person,DALLAS,15,129571,Inactiv
E00065,  Sales ,  Manager ,Parttime,  Remote ,Dallas,18,136988,Actve
E03950,sales,MANAGER,  Full Time ,In Person,Dallas,16,139233,  Active 
E00117,H.R.,Manager,Full Time,Hybrid,  dallas ,18,123754,Active
E03901,  engineering ,manager,  Part Time ,Inperson,  Dallas ,20,127927,Actve
E03893,  Engineering ,manager,  Full Time ,  Remote ,Dallas,6,134812,  active 
E00212,  IT ,Manager,  Full Time ,In Person,DALLAS,19,131267,ACTIVE
E00234,Slaes,MANAGER,  Full Time ,Hybrid ,  Dallas ,15,121339,ACTIVE
E03788,It,Manager,Full Time,Hybrid,dallas,13,136041,  Active 
E03785,Slaes,Manger,  Full Time ,  In Person ,  Dallas ,19,130697,Activ
E00299,Slaes,Manager,FULL TIME,  In Person ,Dallas,5,131843,Inactive
E00305,Marketing,Manager,Full Time,in person,Dallas,20,137288,Inactive
E00327,HR,MANAGER,Part Time,  Remote ,Dallas,16,127945,  Active 
E03746,MARKETING,Managr,Full Time,In Person,  Dallas ,18,128217,  Active 
E00351,Hr,Manager,FULL TIME,  Hybrid ,  Dallas ,13,125759,Actve
E00362,  Hr ,Manager,  FULL TIME ,  Remote ,  Dallas ,1,134453,  active 
E03715,SALES,Manager,Part Time,In Persn,Dallas,5,137186,Activ
E03708,  Sales ,Manger,Fll Time,in person,Dallas,2,121299,Active
E00413,  It ,Managr,Parttime,Remot,Dallas,13,122395,  Active 
E03651,Finance,Manager,full time,  In Person ,  dallas ,6,121844,Active
E00451,  sales ,MANAGER,  PART TIME ,Inperson,dallas,17,123389,INACTIVE
E03542,Hr,  Manager ,Full Time,remote,Dallas,2,128614,Inactive
E00538,  It ,manager,Parttime,  Remote ,Dallas,11,127420,Active
E00577,Finance,Manager,Fll Time,in person,Dallas,13,126401,  Active 
E03513,Slaes,  manager ,part time,IN PERSON,  Dallas ,2,135366,INACTiVE
E00614,Markting,manager,FULL TIME,Hybrid,  Dallas ,8,136785,  active 
E00659,  Marketing ,  MANAGER ,PART TIME,Hybrid,dallas,4,126551,  Active 
E03443,It,Manager,Fulltime,Remote,  Dallas ,19,133334,  Active 
E03435,Finance,Manger,Fulltime,  In Person ,  Dallas ,2,123339,Activ
E00692,It,Manager,Full Time,Hybrid,Dallas,17,124770,  Active 
E00697,Marketing,Manager,Fulltime,  IN PERSON ,  Dallas ,19,122474,Inactive
E00703,  Sales ,Manager,Prt Time,Remote,Dallas,4,137794,Inactive
E03410,  Marketing ,Managr,Full Time,Remote,Dallas,14,123244,Active
E00727,Hr,  manager ,Part Time,Hybrid,Dallas,3,132626,Inactive
E00733,  Marketing ,manager,  Part Time ,  Remote ,  Dallas ,1,120716,  Inactive 
E00750,Engineering,Manager,PART TIME,  Remote ,DALLAS,9,133313,Activ
E03354,  Marketing ,Manager,  Part Time ,  IN PERSON ,Dallas,20,125085,  Active 
E00798,Sales,manager,  Full Time ,Hyrid,Dallas,5,139350,Activ
E00810,  MARKETING ,Manager,  Full Time ,Hybrid,Dallas,9,138403,active
E00822,  Finance ,Manager,Full Time,Hyrid,Dallas,1,132903,Inactve
E00848,Hr,Manger,Full Time,  In Person ,  Dallas ,4,134171,  Active 
E00856,  It ,  Manager ,Fll Time,  Hybrid ,Dallas,10,130345,Actve
E00880,HR,MANAGER,  Part Time ,  In Person ,dallas,11,120550,active
E00887,HR,Manager,  Full Time ,in person,Dallas,16,129137,Active
E00898,Sales,Manager,Fulltime,Remtoe,  Dallas ,13,138614,  Inactive 
E03288,  Marketing ,Manager,  Full Time ,Hybrid,Dallas,4,134660,  ACTIVE 
E00921,MARKETING,Managr,  Part Time ,remote,Dallas,13,130619,  Active 
E00954,  HR ,  Manager ,PART TIME,  IN PERSON ,  Dallas ,14,126799,Active
E03243,Engineering,Managr,  Full Time ,Inperson,  Dallas ,18,126027,Inactive
E03227,Finacne,Managr,  Part Time ,Hybrid ,Dallas,8,137022,Active
E03217,Sales,  manager ,Full Time,IN PERSON,Dallas,17,126688,  Inactive 
E03194,  engineering ,Manager,Full Time,Hybrid,Dallas,8,130868,  Active 
E01101,Hr,Manager,Parttime,  Hybrid ,Dallas,17,133971,Active
E03140,Saless,Managr,Full Time,  Hybrid ,  Dallas ,20,138800,Activ
E01162,It,Manager,  PART TIME ,  Remote ,Dallas,6,133885,Active
E01234,Slaes,Manager,Parttime,  Remote ,dallas,11,120652,Active
E01255,Hr,  Manager ,  Full Time ,  Hybrid ,DALLAS,11,125292,  Active 
E02992,SALES,Manager,Fulltime,  Hybrid ,Dallas,16,138271,Active
E02991,Saless,Manager,Part Time,Hybrid,Dallas,8,129395,Active
E02978,Marketing,  MANAGER ,Part Time,Hybrid,Dallas,4,132927,active
E01318,  Engineering ,  Manager ,Full Time,  In Person ,Dallas,8,139830,Inactve
E02960,  Engineering ,  MANAGER ,  part time ,  In Person ,Dallas,8,130591,Actve
E02950,  IT ,  Manager ,full time,  Hybrid ,  Dallas ,16,120377,INACTIVE
E02920,Slaes,Manger,Prt Time,Inperson,Dallas,11,121804,Active
E02898,Marketing,Managr,Part Time,In Person,Dallas,8,134419,  Active 
E02897,Enginering,Manager,Part Time,Remote,Dallas,14,128052,Inactve
E02888,Markting,Managr,Full Time,In Person,  Dallas ,4,128519,  Active 
E02872,IT,  Manager ,Fulltime,  Hybrid ,Dallas,5,122153,Active
E01444,IT,Manger,Full Time,In Persn,  Dallas ,17,126493,Active
E01450,I.T.,  manager ,Fulltime,Remote,  Dallas ,15,121188,  Active 
E02834,  Marketing ,  Manager ,Full Time,In Persn,Dallas,17,124778,active
E02822,  Marketing ,Manger,Fulltime,Inperson,  dallas ,9,134392,ACTIVE
E02821,IT,Manger,part time,  remote ,Dallas,13,129757,Actve
E02813,  Hr ,  Manager ,  full time ,Inperson,Dallas,4,131573,  inactive 
E02808,MArketing,Managr,Part Time,  Hybrid ,Dallas,4,123614,Active
E02800,H.R.,Managr,Fll Time,Remote,DALLAS,6,131014,ACTIVE
E01524,Finance,  Manager ,  Part Time ,Hybrid,  Dallas ,7,126521,Activ
E01533,HR,Manger,full time,In Person,  Dallas ,12,133185,Inactive
E01542,Finacne,Manager,Fll Time,  Remote ,Dallas,14,139804,INACTiVE
E01576,  Marketing ,Manger,Prt Time,Remtoe,Dallas,8,126614,Actve
E02697,Marketing,manager,  Part Time ,  Hybrid ,Dallas,9,139849,  ACTIVE 
E02695,  It ,manager,Fulltime,Inperson,Dallas,8,129604,  Active 
E01639,IT,Manager,Full Time,HYBRID,  Dallas ,19,138175,Active
E01641,H.R.,  Manager ,Full Time,Hybrid,Dallas,16,138903,  ACTIVE 
E02674,  Finance ,Manager,Part Time,In Person,dallas,6,126112,  Active 
E02656,  Hr ,  Manager ,Part Time,In Person,DALLAS,7,125561,  Inactive 
E01688,Enginerring,  Manager ,Prt Time,  In Person ,Dallas,13,120272,Active
E01706,It,Manager,  Full Time ,In Person,  Dallas ,5,136262,  active 
E01749,Sales,Manager,Fll Time,Hybrid ,  Dallas ,18,125650,Active
E02577,FINANCE,manager,Full Time,Remtoe,Dallas,18,133238,ACTiVE
E01759,SALES,manager,Full Time,Remote,Dallas,10,129300,Active
E02550,Enginering,Manager,Fulltime,IN PERSON,dallas,4,126744,ACTIVE
E01818,Engineering,Manager,Fulltime,Remot,Dallas,11,133484,Active
E02515,Finace,Manger,Full Time,  In Person ,Dallas,12,138165,Active
E01858,  Hr ,Managr,  Full Time ,In Person,dallas,18,124627,  Active 
E02489,  hr ,Manager,Part Time,  Hybrid ,Dallas,15,123469,  Inactive 
E02478,Finance,Manager,full time,Hybrid,Dallas,6,139265,ACTiVE
E01914,It,  Manager ,Part Time,remote,Dallas,8,138101,active
E01925,  Sales ,Manger,PART TIME,In Persn,Dallas,7,136195,active
E01943,Finance,Manager,  Full Time ,Remot,  Dallas ,7,134831,Active
E02404,finance,  Manager ,Part Time,Hybrid,dallas,8,128526,Active
E02399,Enginering,Managr,  Part Time ,Hybrid ,Dallas,11,131694,  Active 
E02010,Markting,Managr,Fll Time,REMOTE,Dallas,8,138767,  Inactive 
E02039,Sales,  Manager ,full time,Hyrid,  dallas ,8,138132,INACTIVE
E02041,marketing,Managr,Full Time,HYBRID,Dallas,15,120918,INACTiVE
E02047,HR,manager,Full Time,hybrid,Dallas,17,121807,Inactive
E02067,  It ,  Manager ,  Part Time ,Remote,  Dallas ,8,129327,Active
E02077,Markting,  Manager ,Full Time,Remote,Dallas,5,128761,active
E02106,FINANCE,Managr,Full Time,Hybrid,  Dallas ,5,132647,Activ
E02121,IT,Manger,Parttime,In Person,  Dallas ,17,138691,Active
E02303,  Marketing ,Managr,  Part Time ,  REMOTE ,  Dallas ,14,123468,  Active 
E02293,Enginering,Managr,  full time ,  Hybrid ,Dallas,18,135223,  Active 
E02171,Hr,  Manager ,  FULL TIME ,In Person,Dallas,16,136290,Active
E01715,I.T.,Specialist,Part Time,HYBRID,  DALLAS ,10,117734,Activ
E02867,Engineering,  Specialist ,Part Time,Remot,Dallas,1,109074,  Inactive 
E02769,  Marketing ,Specialist,part time,  In Person ,dallas,7,103894,ACTIVE
E03407,MArketing,SPECIALIST,  part time ,In Person,  Dallas ,17,109356,  INACTIVE 
E03337,  Marketing ,Specialist,Part Time,HYBRID,  Dallas ,20,115940,Inactive
E01538,Finance,specialist,part time,  IN PERSON ,Dallas,3,104217,  Inactive 
E02795,hr,Specialist,Full Time,Remot,  DALLAS ,2,113733,Inactive
E00809,Finance,Specialist,  Part Time ,REMOTE,DALLAS,7,103287,  Inactive 
E00755,Finance,Specialist,Part Time,In Person,Dallas,13,103892,  Active 
E01506,Hr,Specialist,Full Time,Remtoe,dallas,10,100259,  Active 
E03953,Finance,Specialist,FULL TIME,  Remote ,  DALLAS ,19,112159,  Active 
E02819,Finacne,Specialist,  Full Time ,REMOTE,  Dallas ,20,118826,ACTiVE
E00068,Enginering,Specialist,  Full Time ,  Hybrid ,  Dallas ,14,102602,Inactive
E01111,FINANCE,Specialist,  Part Time ,Remote,  dallas ,16,111127,ACTiVE
E02108,  ENGINEERING ,Specialist,  Part Time ,  In Person ,  Dallas ,11,104087,ACTIVE
E02327,marketing,  Specialist ,Prt Time,Inperson,Dallas,17,103309,  Inactive 
E01103,HR,Specialist,Parttime,  Remote ,  dallas ,16,100282,ACTIVE
E00078,  Hr ,Specialist,  Part Time ,Remote,  Dallas ,2,104339,Active
E00085,IT,Specialist,Full Time,REMOTE,Dallas,14,102819,  Active 
E03191,Engineering,SPECIALIST,Fll Time,  REMOTE ,  Dallas ,16,103991,  Active 
E03932,  Marketing ,Specialist,  Part Time ,  Remote ,  Dallas ,4,107905,  Active 
E02088,  Marketing ,Specialist,Part Time,Remtoe,Dallas,20,108067,INACTiVE
E01261,It,  Specialist ,part time,Hybrid,Dallas,10,119586,Active
E03051,Sales,  Specialist ,  Full Time ,  In Person ,dallas,3,115778,Actve
E00004,  It ,Specialist,  Part Time ,Inperson,DALLAS,7,102876,  Active 
E02069,  It ,  Specialist ,Fulltime,  Remote ,Dallas,5,100911,inactive
E00136,It,Specialist,  Part Time ,Hybrid,Dallas,16,112200,Inactive
E03999,IT,Specialist,Part Time,hybrid,Dallas,6,119995,active
E03192,Engineering,specialist,PART TIME,  Hybrid ,Dallas,6,116897,active
E00156,Hr,Specialist,Fll Time,Remote,Dallas,2,119765,Actve
E00169,Engineering,  Specialist ,  Full Time ,Hyrid,  Dallas ,4,103819,Active
E02038,Enginering,Specialist,Part Time,  In Person ,Dallas,4,103170,  active 
E02371,Engineering,  specialist ,Part Time,In Person,Dallas,9,100053,Active
E03880,SALES,  Specialist ,part time,In Persn,Dallas,13,103679,Active
E03875,Marketing,Specialist,  Full Time ,  In Person ,Dallas,19,119453,Actve
E02020,Sales,Specialist,  Part Time ,Remote,dallas,2,114379,Active
E02011,  Marketing ,Specialist,Full Time,REMOTE,Dallas,19,118831,active
E02188,HR,Specialist,PART TIME,In Person,DALLAS,8,103110,Active
E02987,H.R.,Specialist,Full Time,Hybrid,  Dallas ,11,112310,  Inactive 
E02392,MARKETING,Specialist,  full time ,Hybrid,Dallas,11,119061,ACTIVE
E01296,Hr,Specialist,Prt Time,  Hybrid ,Dallas,6,103110,Activ
E02191,  FINANCE ,Specialist,PART TIME,  In Person ,Dallas,14,108801,inactive
E02407,Slaes,specialist,Full Time,Remote,Dallas,13,114744,  Active 
E01300,  Engineering ,Specialist,Prt Time,REMOTE,Dallas,7,114202,  Active 
E02427,IT,specialist,Fulltime,Hybrid,  Dallas ,10,119553,inactive
E01113,Finace,  Specialist ,Part Time,  In Person ,Dallas,14,103238,Active
E01957,marketing,SPECIALIST,Parttime,Hybrid ,Dallas,5,119510,Activ
E01082,Hr,Specialist,  PART TIME ,Hybrid,Dallas,18,116973,active
E01309,  Marketing ,  Specialist ,Full Time,  REMOTE ,dallas,2,113573,Active
E00267,  It ,Specialist,FULL TIME,Remote,  Dallas ,7,100308,Inactive
E03214,  Marketing ,  Specialist ,  Full Time ,  Remote ,Dallas,16,113177,Actve
E00272,It,Specialist,  full time ,Hybrid,Dallas,1,111191,Active
E01132,Markting,Specialist,FULL TIME,remote,Dallas,7,117734,ACTiVE
E02449,Hr,SPECIALIST,Full Time,In Person,Dallas,16,106854,Activ
E00981,Finacne,  Specialist ,PART TIME,HYBRID,Dallas,18,117875,Inactive
E01910,HR,Specialist,  Full Time ,In Person,Dallas,20,117922,ACTIVE
E02468,Marketing,  Specialist ,  Full Time ,Remtoe,  Dallas ,11,107557,  ACTIVE 
E01181,IT,Specialist,full time,in person,  Dallas ,7,100230,Inactive
E00316,Sales,  Specialist ,Part Time,  In Person ,Dallas,9,107555,inactive
E01179,MARKETING,Specialist,Part Time,In Person,  dallas ,6,108695,Actve
E00055,Engineering,Specialist,Full Time,in person,Dallas,3,107924,Actve
E03954,Marketing,  Specialist ,  Part Time ,remote,Dallas,16,113499,Active
E01882,Marketing,SPECIALIST,Full Time,  IN PERSON ,  Dallas ,9,101981,Inactiv
E03750,  Marketing ,  Specialist ,Fll Time,In Person,Dallas,7,106336,Inactve
E03737,  Sales ,specialist,Fulltime,  Hybrid ,Dallas,4,107445,active
E00368,  Marketing ,  Specialist ,PART TIME,  In Person ,DALLAS,10,116943,  active 
E00928,SALES,Specialist,  Part Time ,  Hybrid ,Dallas,9,109369,ACTiVE
E02924,MArketing,  Specialist ,Parttime,In Person,  Dallas ,16,116785,Active
E02239,MArketing,Specialist,Parttime,Remote,DALLAS,13,101573,  Inactive 
E02540,  Hr ,SPECIALIST,Full Time,REMOTE,  Dallas ,2,106379,  Active 
E00401,Finance,Specialist,PART TIME,  in person ,Dallas,7,114823,  inactive 
E03655,  Marketing ,  Specialist ,PART TIME,Remot,  Dallas ,15,100200,ACTiVE
E01362,SALES,  SPECIALIST ,  Part Time ,Hybrid,Dallas,7,119096,Activ
E02552,HR,Specialist,Part Time,In Person,dallas,9,108284,ACTIVE
E02562,  FINANCE ,specialist,  Part Time ,In Persn,DALLAS,9,115917,ACTIVE
E02565,Finance,Specialist,Fll Time,  Hybrid ,Dallas,6,105413,  Active 
E00459,Hr,Specialist,PART TIME,  Remote ,  DALLAS ,9,116922,  Active 
E01762,hr,  Specialist ,part time,  In Person ,  Dallas ,17,106242,Actve
E00907,  Finance ,  SPECIALIST ,Part Time,Remot,  Dallas ,17,113414,Active
E01756,It,  SPECIALIST ,Full Time,Hybrid,Dallas,14,117520,Active
E01067,  Finance ,Specialist,  Part Time ,In Persn,  Dallas ,2,109392,Active
E02586,It,Specialist,Part Time,Hybrid ,  Dallas ,9,105557,Active
E01730,  hr ,  Specialist ,Fulltime,  Hybrid ,Dallas,16,104268,  Active 
E03118,Marketing,  Specialist ,Fll Time,  In Person ,DALLAS,13,102634,  Inactive 
E01382,Marketing,Specialist,Full Time,Hybrid,  Dallas ,12,113137,  Active 
E02600,Sales,Specialist,Full Time,in person,dallas,15,117681,Activ
E03582,Sales,Specialist,Part Time,hybrid,  DALLAS ,4,118188,Active
E02135,SALES,  Specialist ,Fulltime,  Hybrid ,  Dallas ,10,110418,Actve
E02619,Finance,Specialist,PART TIME,IN PERSON,Dallas,8,100096,active
E01707,  Engineering ,  Specialist ,Prt Time,  Remote ,  Dallas ,8,109280,Active
E03547,  FINANCE ,Specialist,PART TIME,In Person,Dallas,2,109632,Activ
E01401,Marketing,specialist,Prt Time,Remtoe,  Dallas ,12,106958,ACTiVE
E03309,  Sales ,  Specialist ,  Part Time ,  remote ,Dallas,6,110160,ACTiVE
E01690,  Finance ,  Specialist ,Full Time,In Person,dallas,5,105144,  Active 
E00561,It,Specialist,Fll Time,In Person,dallas,19,103350,  Active 
E01060,  Hr ,specialist,FULL TIME,  Hybrid ,  Dallas ,17,111794,Activ
E02673,  Hr ,Specialist,Full Time,  Remote ,Dallas,19,102519,active
E03506,finance,Specialist,  Full Time ,Hyrid,  Dallas ,1,113370,Active
E02881,Finance,Specialist,Full Time,  In Person ,Dallas,14,105596,Active
E03037,  hr ,Specialist,Part Time,  Hybrid ,Dallas,19,119165,Activ
E01604,Marketing,Specialist,Part Time,  Remote ,DALLAS,5,106275,Inactive
E03448,  Finance ,Specialist,Fll Time,In Person,Dallas,12,110548,Inactive
E03432,  Sales ,Specialist,  full time ,in person,Dallas,13,105431,Inactive
E01581,Sales,Specialist,Full Time,Hybrid ,DALLAS,9,113285,Active
E01578,  Finance ,Specialist,  Full Time ,  Hybrid ,Dallas,7,100733,Actve
E02134,IT,Specialist,  Part Time ,In Persn,Dallas,3,104667,Activ
E03181,It,Specialist,Part Time,  In Person ,dallas,9,107398,  Active 
E03116,Sales,  Specialist ,  Full Time ,HYBRID,  Dallas ,14,112104,ACTIVE
E00711,It,specialist,Full Time,Hybrid ,Dallas,13,118481,  Inactive 
E02762,  MARKETING ,specialist,Prt Time,Remote,Dallas,10,108132,  Active 
E00728,  Finance ,Specialist,  Part Time ,In Person,Dallas,9,114519,active
E02856,marketing,MANAGER,Fll Time,In Person,Dallas,19,156932,active
E03774,Sales,Manger,  FULL TIME ,In Person,  Dallas ,18,106419,ACTiVE
E01620,It,Managr,Full Time,Hybrid,Dallas,16,96273,Actve
E00946,it,  Manager ,  Full Time ,Hybrid,  Dallas ,17,73846,Active
E02255,IT,Manager,Part Time,In Person,Dallas,5,93978,  Inactive 
E03318,HR,Manger,Fulltime,In Person,dallas,12,120201,Active
E03231,  Marketing ,Manger,Part Time,  In Person ,Dallas,20,141485,Actve
E01288,marketing,Manager,  Part Time ,In Persn,Dallas,4,84880,  Active 
E02349,Saless,  Manager ,Parttime,Inperson,  dallas ,6,141191,Activ
E00643,Hr,Manger,  Part Time ,  Hybrid ,Dallas,12,72777,active
E03179,Finacne,ANALYST,  Full Time ,  Hybrid ,Los Angeles,12,98493,  Inactive 
E03301,Sales,Analyst,Full Time,Inperson,Los Angeles,12,88583,Active
E02498,Markting,Analyst,FULL TIME,  In Person ,Los Angeles,17,92792,INACTIVE
E01447,  IT ,analyst,Prt Time,  In Person ,LosAngeles,7,90408,Active
E03409,FINANCE,Anlyst,  Part Time ,  In Person ,LOS ANGELES,2,90629,Active
E02630,Sales,Analist,FULL TIME,  Hybrid ,  LOS ANGELES ,16,99105,Active
E00029,  Hr ,Analyst,  full time ,  In Person ,Los Angeles,12,86353,Active
E02773,  Sales ,  Analyst ,  Part Time ,Hybrid,  Los Angeles ,2,90502,Active
E00947,MARKETING,analyst,full time,  Hybrid ,  Los Angeles ,18,95169,Actve
E00819,  Engineering ,Analyst,Full Time,REMOTE,Los Angeles,1,93461,Inactve
E01525,  marketing ,  Analyst ,Part Time,IN PERSON,LosAngeles,12,88174,active
E02247,Sales,Analyst,Fll Time,  Hybrid ,  Los Angeles ,11,94215,Actve
E00050,  Finance ,Analyst,Fll Time,  Remote ,Los Angeles,13,94729,Active
E00746,Hr,Analist,PART TIME,  In Person ,  Los Angeles ,12,93115,  Inactive 
E01520,  It ,Analyst,Part Time,HYBRID,Los Aneles,18,92090,Activ
E02847,finance,  Analyst ,Fulltime,Remtoe,  Los Angeles ,19,97914,  Active 
E01246,It,ANALYST,PART TIME,Remot,Los Aneles,6,88595,Actve
E03724,Hr,Analyst,  Part Time ,Hybrid,Los Aneles,16,87052,Activ
E01173,Hr,  Analyst ,  Part Time ,Hybrid,Los Angeles,4,86467,INACTIVE
E01466,H.R.,  Analyst ,  Part Time ,  Remote ,LOS ANGELES,16,85498,  Active 
E00766,MArketing,analyst,Part Time,Hybrid ,  LOS ANGELES ,20,93150,ACTiVE
E02243,Finance,analyst,  Full Time ,In Person,LOS ANGELES,11,94202,Active
E03723,  It ,Analist,Full Time,in person,  Los Angeles ,18,90458,inactive
E01701,FINANCE,Analyst,  Full Time ,  In Person ,los angeles,20,97530,  Active 
E03361,  It ,  analyst ,Part Time,  Hybrid ,  LOS ANGELES ,20,97545,Active
E01107,Sales,Anlyst,Prt Time,HYBRID,Los Angeles,5,86398,  Inactive 
E00380,Engineering,Anlyst,  Part Time ,  HYBRID ,Los Angeles,13,93396,active
E02635,Engineering,Analyst,Full Time,Inperson,Los Aneles,20,89662,Inactive
E00923,MARKETING,analyst,  Full Time ,Inperson,Los Angeles,12,93641,  Active 
E00069,  ENGINEERING ,ANALYST,  Full Time ,Hybrid,  Los Angeles ,13,95375,Actve
E03709,  Finance ,Anlyst,Parttime,Hybrid,Los Angeles,12,93373,  Active 
E01442,  Engineering ,Analist,Parttime,In Persn,  Los Angeles ,7,91516,  ACTIVE 
E02091,  Marketing ,Analyst,full time,  In Person ,  Los Angeles ,14,92509,  Inactive 
E03188,Hr,Anlyst,Fulltime,Hybrid,  Los Angeles ,6,87300,Active
E01686,It,  ANALYST ,Part Time,  Hybrid ,  Los Angeles ,17,86961,active
E00402,It,  Analyst ,full time,Hybrid,Los Angeles,18,88865,Activ
E03669,Hr,Analyst,Part Time,  Hybrid ,  Los Angeles ,16,98265,  Active 
E01685,  MARKETING ,Analyst,PART TIME,  Remote ,LOS ANGELES,16,94101,Inactive
E01681,H.R.,Analyst,  Part Time ,  In Person ,  LOS ANGELES ,19,86535,Inactive
